Date,ADI,ADSK,AKAM,AMAT,CDW,CRM,CSCO,FTNT,GLW,INTU,MSI,MU,NOW,NXPI,ORCL,ROP,SNPS,TEL,TER,VRSN
22/01/2010,19.19430923,25.10000038,25.81999969,9.739356041,,15.94130802,14.86277103,1.787999988,12.59870529,26.51821327,22.78477669,8.908110619,,,19.4924736,46.50469971,21.88999939,18.36639595,8.983911514,19.64777184
25/01/2010,19.3671627,24.75,25.67000008,9.747068405,,15.8400383,14.87570667,1.800999999,12.70731544,26.74726677,22.6899662,9.103251457,,,19.39562035,46.64118958,21.73999977,18.44726753,9.121987343,19.69827843
26/01/2010,19.08367348,24.37999916,25.67000008,9.754778862,,16.1561985,14.81747818,1.83099997,12.65979958,26.45653725,22.72157478,9.210577965,,,19.27453995,46.40460968,21.45999908,18.65314102,9.315288544,19.79929352
27/01/2010,19.15282059,24.46999931,25.82999992,10.0555172,,16.15372849,14.97923565,1.86500001,12.99241352,26.43891716,23.3852005,9.483774185,,,19.25839615,46.10434341,21.53000069,18.93253708,9.444156647,19.87505913
28/01/2010,18.77252769,23.79000092,25.30999947,9.723932266,,15.84745026,14.57159519,1.779999971,12.63264656,26.13056374,20.47784805,9.171546936,,,18.9436245,45.81318665,21.13999939,18.57961655,8.73538208,19.42889977
29/01/2010,18.64115143,23.79000092,24.70000076,9.392348289,,15.6967802,14.53924179,1.72300005,12.27287579,26.08651352,19.43499374,8.508076668,,,18.61269569,45.56751251,21.27000046,18.29286385,8.597309113,19.2857914
01/02/2010,19.02835274,23.80999947,26.18000031,9.65453434,,16.09939003,14.70747852,1.745000005,12.32718086,26.35081291,20.00382805,8.947142601,,,18.74182892,45.94057465,21.36000061,18.77077675,8.873456001,19.52149773
02/02/2010,19.20813179,23.95000076,26.37000084,9.646824837,,16.06974602,14.89512539,1.713000059,12.7005291,26.39486694,20.69905853,9.122765541,,,19.17768669,46.75946808,21.34000015,18.87371635,9.020733833,19.71511459
03/02/2010,19.11824799,24.02000046,26.5,9.469459534,,16.20806694,14.92747307,1.644000053,12.86343956,26.42129326,21.14149284,8.800786972,,,19.16961288,48.77033615,21.39999962,18.70460701,8.855047226,19.61409569
04/02/2010,18.32309341,22.95000076,25.51000023,9.099321365,,15.42014122,14.98570347,1.570000052,12.3882761,25.77816391,19.97223091,8.40075016,,,18.65304375,48.29718781,21.04999924,18.22669601,8.348781586,19.39522743
05/02/2010,18.59967422,23.06999969,25.31999969,9.430902481,,15.3336935,15.33512211,1.569000006,12.25251675,25.93673897,20.22504044,8.48856163,,,19.00818062,47.78765869,21.17000008,18.08699799,8.560488701,19.5635891
08/02/2010,18.53052521,23.10000038,25.04000092,9.307520866,,15.34357071,15.20571041,1.590000033,12.1099596,25.86625862,20.76227379,8.693459511,,,18.66112328,47.13253784,20.95000076,18.1458149,8.514467239,19.34471703
09/02/2010,18.75178719,23.54999924,25.27000046,9.369213104,,15.97095108,15.45805264,1.659000039,12.05565739,25.8222084,20.66746521,8.859326363,,,18.97590065,47.53288651,21.05999947,18.3002224,8.578905106,19.3615551
10/02/2010,18.70338821,23.59000015,24.95999908,9.430902481,,15.98823929,15.3739357,1.68599999,11.89274406,25.89268684,20.95187378,8.332449913,,,18.65304375,47.08704758,21.13999939,18.15318108,8.615720749,19.25212288
11/02/2010,19.13207054,24.18000031,25.37000084,9.615972519,,16.2920475,15.48393726,1.667000055,12.1846323,26.07770348,21.01508522,8.322692871,,,18.84676933,48.1879921,21.06999969,18.47667885,8.947093964,19.65618706
12/02/2010,19.35333443,24.21999931,25.32999992,9.615972519,,16.07715797,15.3739357,1.65199995,12.14390182,25.89268684,22.59515953,8.234879494,,,18.8951931,48.13341522,21.51000023,18.60166931,9.029938698,19.60567856
16/02/2010,19.77510834,25.23999977,25.64999962,9.986113548,,16.35132599,15.52923965,1.651000023,12.32038975,26.24508858,22.94277954,8.42026329,,,19.2180481,48.98872757,21.20999908,18.98399734,9.315288544,19.87505913
17/02/2010,19.6230011,25.87999916,25.69000053,10.0169611,,16.49458504,15.57452297,1.692000031,12.22536182,26.35081291,22.46876144,8.517835617,,,19.51668167,49.05241776,22.10000038,19.27074242,9.204825401,20.30438042
18/02/2010,20.44580269,25.92000008,25.72999954,9.777915955,,16.90707397,15.71041489,1.73300004,12.21178436,26.71203423,22.15273476,8.547105789,,,19.79111671,49.89859772,21.79000092,19.24133301,9.177217484,20.18652725
19/02/2010,20.570261,25.98999977,25.88999939,9.639112473,,17.02316284,15.76217175,1.73300004,12.41542721,28.82643318,22.15273476,8.683702469,,,19.62969017,50.51735306,21.35000038,19.41044617,9.269263268,20.30438042
22/02/2010,20.66706848,26.07999992,25.87999916,9.646859169,,17.05280685,15.72334766,1.697000027,12.05565739,28.50927544,21.71031189,8.722730637,,,20.02518845,50.22616196,22.04000092,19.24133301,9.241650581,20.47273827
23/02/2010,20.15540695,25.65999985,25.62999916,9.305927277,,16.85520363,15.56159401,1.667999983,11.68231487,28.0775795,21.42590523,8.40075016,,,19.75883102,49.57106018,21.89999962,18.84430313,8.873456001,20.52324677
24/02/2010,20.39048958,27.88999939,25.76000023,9.507387161,,17.1516037,15.74923134,1.656999946,11.91378498,28.42998695,21.45750237,8.869084358,,,19.99290657,50.09880066,22.04000092,19.35898018,9.186420441,20.75053596
25/02/2010,20.48729134,27.93000031,25.65999985,9.468646049,,16.79839516,15.74275875,1.675999999,11.91378498,28.59737206,21.64711571,8.849568367,,,20.07362175,49.88040543,22.02000046,18.92517853,9.232440948,20.92731667
26/02/2010,20.21762466,27.87999916,26.29999924,9.484139442,,16.78357315,15.74275875,1.718000054,12.00227833,28.50927544,21.36269951,8.839814186,,,19.89604568,50.44453812,21.89999962,18.84430313,9.195627213,20.97782516
01/03/2010,20.6186657,28.14999962,27.19000053,9.685601234,,17.5122242,15.91745853,1.799000025,12.09759045,28.98501015,21.29949951,9.532558441,,,19.96868324,50.68112946,22.07999992,19.40308571,9.563821793,21.41556549
02/03/2010,20.4803772,28.48999977,27.45000076,9.623615265,,17.74440002,15.92393875,1.746000051,11.9886694,29.18765259,21.52070808,9.33741951,,,19.83953857,50.67201996,22.20999908,18.98399734,9.747912407,21.26403999
03/03/2010,20.32026863,28.61000061,28.12000084,9.600364685,,17.43071365,16.072752,1.708999991,11.9886694,29.25813103,21.71031189,9.22033596,,,19.77497292,50.73570633,22.19000053,19.01340485,9.683480263,21.33979988
04/03/2010,20.23673058,28.46999931,28.27000046,9.499635696,,17.50975418,16.14392662,1.687000036,11.92058468,29.45195007,21.48910332,9.181307793,,,19.98483658,50.68112946,22.27000046,19.01340485,9.720297813,22.09742737
05/03/2010,20.53607368,28.85000038,29.20000076,9.522885323,,17.85308266,16.31216049,1.705000043,12.32225227,29.87482452,21.96313095,9.230091095,,,20.13817978,51.31803894,22.44000053,19.07999992,9.84916687,22.30787849
08/03/2010,20.54998779,28.90999985,29.45000076,9.577119827,,18.01856995,16.90745163,1.723999977,12.49244881,29.93650246,21.83672333,9.356934547,,,19.9364109,51.65470505,22.45999908,19.15397644,9.784730911,22.34996796
09/03/2010,20.36203194,29.05999947,30.40999985,9.522885323,,18.19887733,16.90745163,1.700999975,12.52648163,29.91007423,22.02633476,9.181307793,,,20.08168602,51.57281494,22.54000092,19.06520271,9.950419426,22.31629562
10/03/2010,20.93983459,29.18000031,31.27000046,9.708847046,,18.57184982,16.73922348,1.666000009,12.58095264,30.36818504,22.46876144,9.630126953,,,20.07362175,51.80938721,22.75,19.81241798,10.02406216,22.64459991
11/03/2010,20.30633926,29.03000069,31.40999985,9.615866661,,18.62865829,16.80391884,1.636999965,12.49244881,30.42985153,22.21594238,9.561831474,,,20.29154205,52.46451187,22.64999962,19.61266518,9.812349319,22.50149536
12/03/2010,20.17407608,29.15999985,31.94000053,9.577119827,,18.70028687,16.74569511,1.633999944,12.28140831,30.49153328,22.15273476,9.727697372,,,20.21890259,52.81936646,22.75,19.70884705,9.655863762,22.42572975
15/03/2010,20.13231087,29.26000023,31.28000069,9.476387978,,18.67311287,16.87509727,1.633000016,12.30863571,30.51797867,22.21594238,9.49352932,,,20.40454865,52.09144592,22.64999962,19.62746048,9.379719734,22.6109314
16/03/2010,20.89109421,29.30999947,31.64999962,9.646859169,,18.94234657,16.92039108,1.648000002,12.58095264,30.51797867,23.3219986,9.961865425,,,20.34804535,52.69199371,22.62000084,19.76062393,9.775531769,22.51833153
17/03/2010,21.18348122,29.52000046,32.08000183,9.809576988,,18.95469284,16.99156761,1.694000006,12.85327053,30.42105103,22.9743824,10.14724731,,,20.55790329,53.08323669,22.65999985,20.27850914,10.0516758,22.49307442
18/03/2010,20.99551582,29.42000008,31.94000053,9.786331177,,18.99668694,17.04333305,1.718000054,13.09835339,30.52677727,23.22719574,9.913080215,,,20.48526192,52.59189987,22.77000046,20.18232346,9.950419426,22.70352554
19/03/2010,20.71010017,29.11000061,31.38999939,9.677854538,,18.77685547,16.92039108,1.710000038,13.20046616,30.49153328,22.6899662,9.708184242,,,20.33190155,52.10056305,22.54000092,20.34508896,9.812349319,22.56041908
22/03/2010,20.93286324,29.5,31.26000023,9.902558327,,19.1448822,17.00451279,1.713000059,13.22088909,30.747015,22.94277954,10.07894897,,,20.63054657,52.30983734,22.79999924,20.40427589,10.22656536,22.3331337
23/03/2010,21.18348122,29.70999908,31.52000046,10.25898647,,19.04361534,17.23745155,1.733999968,13.39789581,30.48272133,23.22719574,10.2838459,,,20.97760963,52.70108795,22.78000069,20.87775803,10.56714153,22.24053574
24/03/2010,20.22976875,29.43000031,31.55999947,10.0730238,,18.8114357,17.11450768,1.720999956,13.24812126,30.60606575,22.91117668,10.17651844,,,20.79196548,52.13694763,22.80999947,20.84076881,10.20815468,22.19844246
25/03/2010,20.14623642,29.48999977,31.51000023,10.1969986,,18.76450539,17.10157394,1.720000029,13.40470314,30.30653,22.87957954,10.12773418,,,21.01797676,51.7274971,22.54999924,20.6262207,10.30020142,21.95432091
26/03/2010,19.83297539,29.5,31.68000031,10.23574162,,18.51256752,17.12745857,1.705000043,13.47279167,30.16556931,22.65836906,10.23505974,,,20.73546791,51.74570084,22.5,20.47826195,10.23576927,21.83646774
29/03/2010,20.06269455,29.55999947,31.68000031,10.3132267,,18.46810913,17.15333557,1.74000001,13.68383026,30.23604202,22.84797859,10.37165833,,,20.63860893,51.82759476,22.44000053,20.50784683,10.23576927,21.71019745
30/03/2010,20.19496346,29.39999962,31.61000061,10.42170715,,18.62619209,17.24392128,1.766000032,13.73148155,30.27128029,22.75317383,10.52776718,,,20.61439896,52.54640198,22.46999931,20.63360977,10.34622765,21.84488678
31/03/2010,20.06269455,29.37999916,31.42000008,10.4372015,,18.3890667,16.84275246,1.758000016,13.75871849,30.23604202,22.18433952,10.11797619,,,20.75161743,52.62828445,22.37000084,20.33028984,10.28179264,21.90381241
01/04/2010,20.06269455,29.15999985,31.40999985,10.34421921,,18.65829659,16.71333885,1.769000053,13.87444687,30.4034214,22.31075096,9.922838211,,,20.54982758,53.31981277,22.54999924,20.4190712,10.34622765,22.19002724
05/04/2010,20.50126839,30.18000031,32.45000076,10.47594357,,18.98186493,16.93333054,1.730999947,14.06507397,30.72940445,22.6267662,10.34238815,,,20.64668465,53.65647888,23.01000023,20.75199509,10.55793762,22.56884003
06/04/2010,20.38987732,30.90999985,32.83000183,10.4449501,,19.47092056,16.96567726,1.720999956,13.92210484,30.80869484,23.00597954,9.981379509,,,20.84847832,54.11142731,22.90999985,20.92215347,10.54873085,22.66143799
07/04/2010,20.50822258,30.64999962,32.65999985,10.52243423,,19.06337547,17.04333305,1.731999993,13.66340065,30.46509933,22.84797859,10.30335903,,,20.91304398,54.24357224,22.72999954,21.11450195,10.69601345,22.34155273
08/04/2010,20.18103981,31.09000015,32.59999847,10.33647442,,19.25356483,17.00451279,1.700999975,13.49320889,30.4034214,23.48000145,10.32287312,,,20.84847832,54.72658539,22.70000076,21.20328712,10.27258873,22.39205933
09/04/2010,20.26457024,31.12999916,33.20999908,10.4372015,,19.70310211,17.21156693,1.68599999,13.39109039,30.42105103,23.35359955,10.46922684,,,21.0906086,55.02733612,23.04000092,21.49180984,10.19895077,22.59409142
12/04/2010,20.57087135,31.43000031,33.50999832,10.56118202,,19.88588333,17.16627502,1.702000022,13.6021347,30.42105103,23.44841194,10.55703926,,,21.1876564,55.47389984,23.05999947,21.34384727,10.48430347,22.45940208
13/04/2010,20.73098564,31.70000076,33.45999908,10.69290638,,19.86612129,17.10804367,1.644000053,13.63617516,30.87917137,23.41680717,10.49849796,,,21.30895996,55.56504822,23.28000069,21.03312302,10.52111912,22.32471466
14/04/2010,21.82392883,31.70000076,34.15999985,11.16555977,,20.71579933,17.39273453,1.705000043,13.82679558,30.98489571,24.23844719,11.02537632,,,21.33321381,55.96602249,23.37999916,21.5953846,11.32194138,22.56041908
15/04/2010,21.82392883,31.87999916,34.11999893,11.11132336,,20.68121719,17.60626793,1.646000028,13.76551914,31.14348221,23.98563194,10.90829086,,,21.1876564,56.21208572,23.15999985,21.47701454,11.22069073,22.60251045
16/04/2010,21.28789902,31.54999924,33.22000122,11.12681675,,20.61946869,17.45743942,1.620000005,13.54767227,31.2491951,23.10078812,10.65461063,,,20.98548698,55.41009903,23.07999992,21.07750702,11.09181786,22.39205933
19/04/2010,21.16955566,31.26000023,32.47000122,11.08032513,,20.41445923,17.51568413,1.625,13.6021347,31.10823059,23.35359955,10.52776718,,,21.17956352,55.27339935,23.03000069,20.96653175,10.98136139,22.59409142
20/04/2010,21.40623856,32.15999985,33.15000153,11.20429993,,20.86646843,17.58685684,1.666000009,13.68383026,31.21396446,23.44841194,10.48874187,,,21.14723015,55.85665512,23.21999931,21.71375275,11.1746645,22.79612732
21/04/2010,21.0860157,32.45000076,33.58000183,11.18105602,,21.01466751,17.62568092,1.64199996,13.88806534,31.46944427,23.19558907,10.47898483,,,21.26044655,56.03894043,23.23999977,21.39563179,11.21148396,23.05708694
22/04/2010,21.17651939,33.63999939,34.34999847,11.1345644,,21.90880203,17.67744064,1.636000037,14.08549309,31.70732498,22.37395859,10.66436672,,,21.22000694,56.92294693,23.14999962,21.43261909,12.02150631,23.08233833
23/04/2010,21.35055161,34.22000122,34.22000122,11.21205044,,21.77542305,17.77449799,1.657999992,14.18761063,31.88350296,22.40556335,10.73266506,,,21.41408539,58.24439621,23.13999939,21.87651825,11.89263725,23.09075928
26/04/2010,21.67077827,34.72000122,34.66999817,11.12681675,,21.85693169,17.8392067,1.626000047,14.24207592,31.87469292,22.6267662,10.70339584,,,21.40600014,55.6197052,23.18000031,22.26862526,12.05832863,23.05708694
27/04/2010,20.91197968,33.84999847,33.70000076,10.79362965,,21.19497108,17.47685623,1.643000007,13.69744492,31.50468254,21.83672333,10.08870697,,,21.00974846,55.6105957,22.79999924,21.60278511,11.59808731,22.82138252
28/04/2010,21.05817795,34.13000107,33.18000031,10.88661385,,21.27895546,17.49626923,1.682000041,13.66340065,31.52231598,21.86832237,9.991134644,,,20.91270065,55.19137192,22.98999977,22.7569046,11.56126785,22.62776566
29/04/2010,21.47585106,34.66999817,39.63000107,11.04933262,,21.77048111,17.81332779,1.779999971,13.57490635,31.86590195,22.6267662,9.961865425,,,21.00165558,56.87737656,23.12999916,23.9036293,11.69013309,23.15810585
30/04/2010,20.83540726,33.99000168,38.83000183,10.67740536,,21.14310646,17.4250927,1.777999997,13.10515976,31.88350296,22.34235191,9.122765541,,,20.92079353,55.6105957,22.65999985,23.76306534,11.25750256,22.96448708
03/05/2010,20.9467907,34.88999939,39.75999832,10.84787273,,21.66674232,17.81978798,1.863000035,13.48639965,32.90547943,22.43714905,9.649642944,,,21.03400993,56.82269669,22.89999962,24.30313301,11.94787121,23.32646179
04/05/2010,20.46645737,33.25,38.38999939,10.37521076,,21.38763428,17.18569183,1.791000009,12.89411449,31.79540825,21.99473381,9.2886343,,,20.19297218,55.1640358,22.36000061,23.37095451,11.14704704,22.54358482
05/05/2010,20.35506821,31.70999908,38.09999847,10.24349308,,21.04924965,17.17920876,1.763000011,12.71030521,32.27996063,21.71031189,9.034953117,,,20.16870308,54.66278458,22.09000015,22.60153961,10.93533707,22.52674866
06/05/2010,19.54755592,30.55999947,37.38999939,9.848320007,,19.98221207,16.49333954,1.718999982,11.91378498,31.02013969,21.10988617,8.537348747,,,19.33575821,52.84009552,21.75,21.46221542,10.40145779,22.18160629
07/05/2010,19.31087303,30.05999947,35.70999908,9.685601234,,19.14735222,15.98864174,1.646000028,11.94101429,29.96293449,20.85707855,8.361721992,,,18.93141174,52.38440323,21.32999992,20.70019531,10.13451481,21.00307846
10/05/2010,20.3133049,32.40000153,38.38000107,10.22024822,,21.11593437,16.90745163,1.690000057,12.53329659,31.46062088,21.93152618,8.869084358,,,19.72393227,55.66527557,21.98999977,21.86172104,10.92613125,22.26578903
11/05/2010,20.09053802,31.62000084,38.52000046,10.3519659,,21.29130554,16.79745483,1.674999952,12.40394783,31.68087196,22.08954048,8.605648994,,,19.5621891,55.27339935,21.95999908,22.45357513,10.73283005,22.32471466
12/05/2010,20.43861198,32.77000046,39.41999817,10.66965675,,21.83470345,17.302145,1.717000008,12.61499119,32.6499939,22.05793953,9.103251457,,,19.89375496,56.44903183,22.45000076,23.54110909,11.22069073,23.02341461
13/05/2010,19.89561844,32.36000061,39.75,10.25123787,,21.40986252,16.51921654,1.674999952,12.60818577,32.02448654,21.61551666,8.917868614,,,19.60262489,56.12096405,22.36000061,22.54975128,10.79726315,22.83821487
14/05/2010,19.33871269,30.77000046,38.90000153,10.03427982,,20.92574501,16.13745689,1.613999963,12.22694397,31.30205154,21.45750237,8.722730637,,,19.23063469,54.95444107,21.92000008,21.44742012,10.30020142,22.48465919
17/05/2010,19.73550987,30.71999931,41.02999878,10.2124958,,21.05418587,16.09216881,1.674999952,12.47202587,31.77780533,21.64711571,8.947142601,,,19.19828415,55.36452866,22.27000046,21.66196442,10.41986752,22.59409142
18/05/2010,19.21340752,30.14999962,40.47999954,10.02653313,,20.78742981,15.76217175,1.656999946,12.28140831,32.2447319,21.42590523,8.859326363,,,18.94758415,54.82683563,21.95999908,20.67060661,9.978034973,23.76420403
19/05/2010,20.02788925,30.35000038,39.95000076,10.08852386,,20.15510941,15.69746494,1.652999997,11.94101429,31.33730698,21.52070808,8.742242813,,,18.75350952,53.87902832,21.79999924,20.89995384,10.03326607,23.56217003
20/05/2010,19.57540131,28.28000069,37.63000107,9.832823753,,19.5203228,15.08277225,1.621999979,11.44403839,29.73386765,21.17308998,8.527590752,,,18.07419777,51.81027603,21.04999924,20.27110863,9.701890945,23.20019341
21/05/2010,19.93738365,29.37000084,38.93000031,9.856066704,,20.56018829,15.17982769,1.626000047,11.55977249,30.84393692,21.61551666,8.712974548,,,17.92055702,52.89476013,21.25,20.66321373,9.996443748,23.02341461
24/05/2010,19.81904602,29.42000008,39.02999878,9.731405258,,20.30083847,15.12159538,1.603999972,11.47808075,30.41223145,21.26789284,8.576375961,,,18.01759148,52.21125031,21.01000023,20.82597542,9.858371735,22.81296539
25/05/2010,19.95827484,28.96999931,38.90999985,9.871647835,,20.28602028,15.08277225,1.572000027,11.53935146,30.67655563,21.33109474,8.58613205,,,17.95289803,51.71003342,21.30999947,20.74459839,9.867577553,22.15635109
26/05/2010,19.97931862,28.65999985,38.84999847,9.754779816,,20.68615723,14.81100464,1.620000005,11.49837875,30.32414055,21.36269951,8.478804588,,,17.71838188,51.85583878,21.52000046,20.53003883,9.867577553,22.58567238
27/05/2010,20.84920692,29.59000015,40.22000122,10.18330479,,21.48890495,15.31570911,1.620000005,11.96268463,31.42538261,21.86832237,9.210577965,,,18.26019859,53.65119171,21.63999939,21.62497902,10.41986752,23.4022274
28/05/2010,20.46337128,29.26000023,39.72000122,10.06643391,,21.37281609,14.98570347,1.631999969,11.90123272,31.48707008,21.64711571,8.869084358,,,18.25211525,52.87654114,21.42000008,21.32164955,10.10690117,23.49482727
01/06/2010,20.25291252,28.55999947,39.5,9.809317589,,20.9677372,14.88218307,1.572999954,11.1979475,31.04657364,21.17308998,8.449532509,,,17.95289803,51.60065842,21.22999954,20.72239304,9.692688942,22.90556145
02/06/2010,20.91233826,29.23999977,41.27000046,10.0118885,,21.84458351,15.10864449,1.600000024,11.49155235,32.09495544,21.64711571,8.956897736,,,18.30872345,53.24107742,21.70000076,21.50660896,10.03326607,23.46957207
03/06/2010,21.30519676,29.97999954,43.08000183,10.15213776,,23.51429558,15.34805679,1.577999949,11.47789669,32.48259735,21.71031189,9.015439034,,,18.4704628,53.94282532,22.15999985,21.58058739,10.32781696,24.31979561
04/06/2010,20.34410477,27.92000008,41.90000153,9.793732643,,22.14097977,14.85630417,1.519000053,11.08186913,31.19633102,21.17308998,8.644673347,,,17.89628792,51.50951767,21.59000015,20.925951,9.674276352,23.81471252
07/06/2010,19.61452866,26.69000053,41.22000122,9.489871025,,21.71120071,14.72688484,1.503999949,10.92482185,30.66772842,20.76227379,8.176338196,,,17.54855347,50.55261612,20.94000053,20.00351524,9.241650581,23.28437424
08/06/2010,19.70573235,26.29999924,40.52000046,9.614535332,,21.73590279,14.85630417,1.5,11.64176559,31.05537605,21.04668427,8.332449913,,,17.5970726,50.99005508,20.97999954,19.9960804,9.149598122,23.19177628
09/06/2010,19.55138779,26.44000053,41.81999969,9.497662544,,21.98784065,14.73983002,1.50999999,11.80564117,30.95845795,21.10988617,8.322692871,,,17.41916656,51.12674713,21.05999947,20.28619766,9.094368935,23.53691673
10/06/2010,20.07752991,27.39999962,42.83000183,9.762572289,,22.82763863,14.73336506,1.544999957,12.16069889,31.79540825,21.61551666,8.556861877,,,17.95289803,52.94944382,21.26000023,20.95570946,9.462566376,23.98307419
11/06/2010,20.37217331,27.57999992,44.29999924,9.887230873,,23.86997604,14.82395077,1.580000043,12.38601971,31.99805832,22.46876144,8.712974548,,,18.34916115,53.11349869,21.75,21.44668579,9.701890945,24.19352531
14/06/2010,20.25992966,27.48999977,43.68000031,9.887230873,,23.09439659,14.72688484,1.618999958,12.54306984,32.20067596,21.99473381,8.693459511,,,18.34916115,53.64207458,21.88999939,21.3351059,9.803142548,24.12618065
15/06/2010,21.29818344,28.54000092,45.04000092,10.33133984,,23.46736526,15.09570694,1.64199996,12.79570293,32.98477936,22.31075096,9.444745064,,,18.76159096,55.08200836,22.34000015,21.52851486,10.83408642,24.6228447
16/06/2010,21.46655083,28.5,45.13000107,10.43262672,,23.30187416,15.06983185,1.625,12.4679594,33.07287979,22.46876144,9.669156075,,,18.74541092,54.84506226,22.34000015,21.49132729,10.81567383,24.8248806
17/06/2010,21.50161934,28.51000023,45.59000015,10.44042015,,23.98359108,14.99217701,1.649999976,12.50209427,33.24026489,22.72157478,9.678913116,,,18.65645409,55.06377411,22.38999939,21.39461517,10.82487869,24.8501339
18/06/2010,21.41041946,29.23999977,45.72000122,10.39367104,,23.64273453,15.19923782,1.713999987,12.44747353,33.09049225,22.94277954,9.756967545,,,18.76159096,55.24605179,22.40999985,21.43924904,10.86169815,24.74069786
21/06/2010,21.2420578,29,45.27000046,10.33133984,,23.56616592,15.10218334,1.705000043,12.57720757,32.7733345,22.65836906,9.678913116,,,18.67263794,54.95444107,22.22999954,21.8483963,10.67760468,24.42922974
22/06/2010,20.75098801,28.43000031,44.34999847,10.17551136,,22.69919777,14.86277103,1.697999954,12.37919235,32.39451599,22.75317383,9.405719757,,,18.51089096,53.81523895,22.06999969,21.39461517,10.42907333,23.78945732
23/06/2010,20.90532303,27.82999992,45.29999924,10.22225952,,22.95607758,14.7915926,1.677999973,12.38601971,32.36806488,23.06918526,9.581341743,,,18.34107208,53.96105194,22.03000069,21.2904644,10.38304806,23.95781898
24/06/2010,20.53352165,26.26000023,44.27000046,9.941771507,,22.48677826,14.60394669,1.708999991,12.07876205,31.93638802,22.08954048,9.38620472,,,17.96907234,52.80364609,21.69000053,20.56144142,9.904397964,23.50324249
25/06/2010,20.42829895,26.57999992,45.09000015,10.08980465,,22.63003922,14.35159492,1.754999995,11.83294582,32.02448654,22.34235191,9.230091095,,,18.32489967,52.83098602,21.81999969,20.49448776,9.79393959,23.34329987
28/06/2010,20.4984417,26,44.93000031,9.996308327,,22.54606056,14.50689411,1.746999979,11.77832413,31.74256134,22.34235191,9.776483536,,,18.15507698,52.72161865,21.95999908,20.27875519,9.922803879,23.46115303
29/06/2010,19.81095505,24.57999992,41.04000092,9.598952293,,21.09617805,13.98925209,1.707000017,11.23891163,30.81748772,21.48910332,8.459292412,,,17.58898926,50.88979721,21.29000092,19.08108521,9.158805847,22.47624207
